,sector_actividad,count
692,promocion inmobiliaria proyectar construir conservar explotar promocionar misma traves terceras personas plataforma logistica zaragoza particular infraestructuras equipamientos comprendidos misma asi servicios puedan instalarse desarrollarse dichas infraestructuras equipamientos,1
693,CNAE 3822 tratamiento eliminacion residuos peligrosos cnae,1
694,empresa publica gobierno aragon cuya actividad circunscribe sector turistico,1
695,CNAE 6610 entidades financieras cnae,1
696,consultoria comercio exterior,1
697,holding publico empresarial,1
698,parque tecnologico walqa objeto social promocion gestion explotacion adquisicion edificaciones complementarias ubiquen parque tecnologico walqa asi venta cesion adjudicacion cualquier titulo parcelas terrenos propiedad sociedad mediante captacion asentamiento mismo empresas entidades investigacion innovacion desarrollo produccion singular tecnologia aplicada preferentemente sector tecnologias informacion comunicacion misma manera tambien podra dedicar actividad formacion personal ambitos actividad empresarial,1
699,metal fabricacion juntas estanqueidad motores pantallas termicas,1
700,ingenieria arquitectura consultoria,1
701,servicios publicos agencia desarrollo ayuntamiento ejea caballeros,1
702,quimica basica centro ercros sabinanigo primer productor europeo cloroisocianuratos tratamiento agua piscinas fabrica mas siglo historia fabricas mayor tradicion tejido empresarial espanol actividad articula alrededor fabricacion cloro sosa derivados aplicaciones sectores textil alimentario detergentes agricola papelero mas mitad produccion destina exportacion primer productor espanol clorato sodico utilizado principalmente blanqueo pasta papel elaboracion productos fitosanitarios jardineriatambien primer productor europeo cloroisocianuratos uso generalizado tratamiento agua piscinas parte produccion linea productos dirige mercado industrial envases gran tamano bajo correspondiente nombre quimico destina mercado profesional comercializandose bajo marcas delsa® azuli® pisipur® bajo marca propia cliente cloro derivados producidos fabrica obtienen proceso celdas membrana procedimiento tecnologicamente mas avanzado mas respetuoso medio ambiente centro tambien ubica departamento i+d division quimica basica plasticos fabrica monzon centra actividad produccion compuestos pvc torno % produccion destina satisfacer demanda mercado nacional centro ubica departamento i+d division plasticos compuestos pvc fabrican multiples aplicaciones construccion perfiles puertas ventanas tuberias mangueras accesorios films cables suelos recubrimientos persianas pinturas masillas envases embalajes industria alimentaria farmaceutica cosmetica impermeabilizacion laminas juntas usos medicos hospitalarios usos suelas calzado enchufes cajas electricas segundo productor nacional noveno nivel europeo compuestos pvc,1
703,asesoria empresas agencia publicidad,1
704,tic electronica telecomunicaciones,1
705,asociacion animo lucro objetivo fundamental promover contribuir competitividad sector salud aragon poder afrontar favorablemente globalizacion mediante impulso innovacion asociados mejora condiciones entorno sector,1
706,sector textil actividad fabricacion cesped artificial,1
707,gestion integral residuos demolicion,1
708,construccion instalaciones electricas,1
709,CNAE 7490 cnae actividades profesionales cientificas tecnicas ncop,1
710,consultoria sistemas gestion normativos,1
711,% construccion impermeabilizaciones rehabilitaciones ingenieria civil piscinas servicio diagnostico gestion integral elementos contaminados amianto friable friable %limpieza especializada mantenimientos limpiezas hidrolimpiadora chorreo silicato aluminio,1
712,distribucion productos sanitarios,1
713,instalaciones electricas baja tension instalaciones interiores suministro agua instalaciones termicas edificios instalaciones frigorificas instalaciones aparatos presion instalaciones sistemas proteccion incencios instalaciones lineas electricas alta tension centrales electricas subestaciones centrales transformacion,1
714,transitaria agente aduanas actividades anexas transporte,1
715,algontec dedica desarrollo produccion componentes industria automovil basados tecnologia soplado tecnico materiales plasticos,1
716,centro especial empleo autorizado gestor residuos peligrosos peligrosos comunidad autonoma aragon,1
717,desarrollo produccion comercializacion bioconservadores maquinaria elementos inseminacion artificial ganado porcino,1
718,servicios ganaderia gestion purines porcinos,1
719,biotecnologia,1
720,consultoria gestion proyectos,1
721,ibernex dedica diseno desarrollo fabricacion soluciones comunicacion residencias hospitales,1
722,fabricacion bebidas energeticas refrescos,1
723,empresa educacion ambito idiomas mas anos experiencia tiempo desarrollado metodologia ensenanza propia garantiza exito alumnos contrato expertos organizacion programas idiomas academicos extranjero new link education empresas mayor reputacion sector miembros aseproce actividad auditada anualmente lloyds register cuya ultima revision obtuvimos puntos clientes encuentran ministerio educacion ciencia consejerias educacion buen numero ccaa ayuntamientos empresas colegios toda espana,1
724,venta comercio mayor repuestos automocion,1
725,informatica desarrollo software,1
726,agencias publicidad servicios publicidad relaciones public,1
727,consultoria integral tecnologica microsoft dynamcis business central nutrinav software agroalimentario rutanav software distribucion adages software industrial,1
728,importacion exportacion elaboracion pescado productos mar,1
729,tic informatica internet comunicaciones,1
730,sector metal empresa industrial fabricante vehiculos cisterna mejora medio ambiente energia maquinaria agricola,1
731,distribucion producto quimico gestion residuos consultoria ambiental tratamiento aguas agricultura obra civil,1
732,custom retail nuevas tecnologias,1
733,prefabricados hormigon,1
734,sector metalurgico actividad empresa reciclaje aluminio fabricacion lingotes partir chatarras desperdicios aluminio,1
735,accion social educativa,1
736,ambito social,1
737,consultoria organizacion formacion,1
738,trabajadores autonomos ccaa aragon,1
739,empresarial,1
740,cultural social,1
741,transporte mercancia granel solidas liquidas carretera,1
742,formacion formacion reglada formacion empleo,1
743,automocion industria auxiliar automovil ensamblaje estructuras metalicas linea perfilado automocion,1
744,asesoramiento empresas proteccion datos seguros productos financieros formacion profesionales prevencion riesgos laborales asesoramiento fiscal laboral eficiencia energetica,1
745,sector construccion ingenieria civil,1
746,promocion desarrollo servicios materia accion social,1
747,automatizacion robotica,1
748,ingenieria fabricacion maquinaria diseno fabricacion montaje puesta marcha mantenimiento auditoria sistemas lubricacion tecnologia fluidos,1
749,diseno desarrollo fabricacion ejes remolques maquinaria agricola industrial cilindros hidraulicos chasis semirremolques aluminio compactadores residuos solidos urbanos comercializacion distribucion suspensiones componentes accesorios remolques maquinaria agricola industrial neumaticos ruedas montadas agricolas industriales camion componentes hidraulicos,1
750,instalaciones electricas baja alta tension,1
751,nuevas tecnologias internet cosas,1
752,consultoria responsabilidad social igualdad empresa organizaciones,1
753,ambito territorial asociacion realiza principalmente actividades principalmente local actividad alcanza propio termino municipal zaragoza ajustando preferentemente actividades defensa intereses vecinos as zaragozano barrio fuentes asimismo tambien desarrollan actividades ambitos niveles superiores provincial regional nacional internacional asociacion civitas fuentes nacio hace anos finalidad canalizar aquellas cuestiones sociales servicios afectan habitantes distrito fuentes fin procurar soluciones permitan generar mantener adecuada calidad vida vecinos as fomentando participacion intercambio opiniones permitieran evidenciar fondo problemas asi proponer mejores soluciones posibles ello asociacion civitas trabajado tiempo generar espacios dialogo convivencia vecinos vecinas ambito geografico senalado entidad involucrado primer momento nacimiento vida distrito colaborando participando actividades existian posteriormente desarrollando proyectos reforzaran vida social consecuentemente percibiendo necesidades problemas afectan residentes convirtiendose lugar recepcion aquellas cuestiones preocupan ciudadanos ciudadanas,1
754,desarrollo implantacion energias renovables,1
755,voluntariado accion intervencion social animacion comunitaria sensibilizacion,1
756,construccion rehabilitacion sostenible construccion industrializada modular,1
757,actividades consultoria comunicacion formacion,1
758,diseno proyectos ejecucion instalaciones mantenimiento tramitacion legal sistemas aire comprimido refrigeracion procesos industriales climatizacion ventilacion industrial descalcificacion tratamiento legionella,1
759,metal fabricacion maquinaria acero carbono inoxidable industria quimica alimentaria,1
760,empresa dedicada fabricacion rehabilitacion instalacion mobiliario medida,1
761,actividades juridicas proteccion datos,1
762,ley julio creacion colegio profesional fisioterapeutas aragon articulo ambito actuacion establece ambito territorial colegio fisioterapeutas sera comunidad autonoma aragon,1
763,CNAE 4322 cnae instalaciones fontaneria calefaccion gas climatizacion energias renovables,1
764,fabricacion palets cajas contenedores plastico especializados inyeccion plasticos gestion residuos plasticos peligrosos,1
765,hosteleria hotel,1
766,ambito geografico fundamentalmente aragon aunque actividades centro estudios despoblacion desarrollo areas rurales contienen determinacion geografica especifica,1
767,estudiantil,1
768,comercio servicios ambito local comarcal,1
769,sociosanitario aragon,1
770,consulados honorarios mexico espana,1
771,asociacion franquiciadores aragon sucursales nivel local nacional internacional siendo sede zaragoza,1
772,mantenimiento reparacion instalaciones climatizacion instalacion reparacion piscinas,1
773,constituida sociedad mercantil responsabilidad limitada capital integramente municipal personalidad juridica propia cumplimiento fines pertenece ayuntamiento zaragoza promueve gestion centra actuacion dar respuesta activar soluciones demandas necesidades relacion alojamiento producen zaragoza objeto sociedad municipal zaragoza vivienda slu metas orientan actividad art estatutos lograr mayor eficacia accion municipal fomento rehabilitacion urbana vivienda edificaciones urbanizacion suelo lograr revitalizacion integral zonas degradadas asi reduccion consiguiente precios venta arrendamiento solares edificables edificaciones resultantes,1
774,ingenieria automatizacion industrial fabricacion maquinaria,1
775,venta instrumentos musicales libros partituras alquiler venta pianos concierto reparacion mantenimiento instrumentos musicales,1
776,elaboracion cafe infusiones,1
777,CNAE 3103 inscritos cnae fabrica mobiliario metalico fabricacion colchones actividad sector descanso dentro sector metalurgico inicialmente empresa dedicaba fabricacion somieres bases tapizadas mediante perfiles hierro actualmente dedicamos fabricacion comercializacion equipos descanso empresas distribuidores venta publico,1
778,agroalimentaria,1
779,sya instalaciones empresa dedicada fontaneria calefaccion mantenimiento aparatos gas obra civil ingenieria tecnica realizacion proyectos realizamos trabajos mantenimiento instalaciones canalizacion instalacion usuarios depositos empresas gasistas mas importantes nivel nacional,1
780,gestion transporte gases licuados petroleo glp envasados,1
781,artesania ceramica realizo objeto diseno utilitario escultura talleres ceramica adultos ninos,1
782,agropecuario apicola senderismo,1
783,subcontratacion electronica,1
784,empresa logistica mueble nuevo incluyendo almacenaje entrega tiendas particulares domicilio,1
785,sector formacion imparticion programas desarrollo soft skills habilidades blandas personales competencias transversales bienestar alto rendimiento programas transformadores basados mindfulness inteligencia emocional pnl neurociencias desarrollamos actividad impartiendo conferencias cursos talleres clases grupales sesiones individuales programas especificos estan dirigidos ambito empresas organizaciones asi ambito educacion salud desarrollo personal programas pioneros desarrollan capacidades especificas areas clave liderazgo consciente gestion eficaz tiempo comunicacion efectiva productividad claves mentalidad exito desarrollo resiliencia prevencion reduccion estres alto rendimiento desarrollo autoconfianza automotivacion inteligencia emocional resolucion problemas toma deciciones gestion conflictos,1
786,aeronautica telecomunicaciones,1
787,fabricacion carpinteria metalica,1
788,fabricacion envases plasticos uso alimentario,1
789,consultoria formacion desarrollo habilidades personales equipos trabajo coaching personal ejecutivo,1
790,facilitacion procesos participativos,1
791,recuperacion reciclado materias primas secundarias,1
792,provincial,1
793,sector empresarial sector hosteleria toda provincia teruel,1
794,comercio mayor menor combustibles,1
795,electro mecanica vehiculo industrial,1
796,industrial siderometalurgia,1
797,sociedad docente marcada especializacion organizacion gestion servicios deportivos culturales animacion,1
798,fabricante cables fibra optica componentes opticos pasivos,1
799,alimentacion harinero semolero,1
800,abogacia asesoria legal,1
801,turismo guias barrancos montana,1
802,biotecnologia diagnostico fabricacion especialidades farmaceuticas,1
803,ambito local ambito nacional contamos menores rioja centro proteccion menores estableciendo relaciones distintos servicios ccaa sector primario sector terciario sector cuaternario,1
804,federacion empresarial hosteleria,1
805,fsg trabajamos promocion integral personas gitanas enfoque multidisciplinar areas trabajamos empleo fundacion secretariado gitano incorporacion empleo clave lucha exclusion social discriminacion situamos junto personas tratando dar respuesta necesidades favoreciendo acceso mercado laboral educacion centramos gran parte esfuerzos promocion educativa comunidad gitana niveles todas edades educacion pilar basico desarrollo personas elementos favorece inclusion social igualdad oportunidades vivienda actuaciones desarrolladas fsg siguen misma linea estrategica favorecer acceso comunidad gitana vivienda digna contexto inclusivo normalizado inclusion social comunidad gitana minorias etnicas europeas significativo numero familias continuan sumidas situaciones exclusion social sometidas procesos discriminacion limitan ejercicio derechos acceso recursos servicios disfrutan resto ciudadanos ciudadanas europeas ello desarrollamos programas faciliten inclusion social salud fomentamos ponemos marcha programas mejorar salud comunidad gitana juventudcontribuimos promocion juventud gitana poniendo marcha actividades faciliten participacion social atiendan desarrollo personal doten herramientas permitan ejercer ciudania activa igualdad trato departamento igualdad lucha discriminacion objetivo impulsar igualdad trato discriminacion comunidad gitana traves diversos ejes trabajo enfoque derechos humanos genero desarrollando acciones apuestan discriminacion promocion integral minoria especial hincapie mujeres gitanas igualdad generola fsg trabaja promocion igualdad oportunidades genero comunidad gitana incidiendo propias capacidades mujeres autonomia toma decisiones ambito publico privado sirvan referente toda comunidad asi transversalizar perspectiva genero programas fsg incidencia defensa derechos objetivo temas afectan comunidad gitana esten presentes agenda politica parlamentaria comunicacionlos estudios realizados demuestran imagen social transmite traves medios comunidad gitana basada frecuentemente estereotipos negativos impiden conocimiento real diversidad gitanos gitanas prioritario trabajar herramientas comunicacion sensibilizacion social contrarresten imagen forma contundente rigurosa promocion culturala comunidad gitana cultura cuatro grandes piezas formado enriquecido cultura espanola junto cristiana arabe judia arte literatura lengua comercio musica razon necesario celebremos reconozcamos existencia cultura gitana aportacion cultura espanola voluntariado entidad generar espacios convivencia intercultural intergeneracional exitosas objetivo clave podremos alcanzar gracias colaboracion personas voluntarias,1
806,sector socio sanitario almai+ servicios integrales cuidadores enfermos cancer,1
807,sector metal actividades comercializacion logistica productos siderurgicos asi produccion transformacion productos metalicos mediante operaciones mecanizado corte plegado punzonado soldadura tratamiento superficial mediante granallado pintura liquida,1
808,manufactura vidrio plano,1
809,tratamientos agua,1
810,comercializacion material electrico,1
811,diseno desarrollo innovacion fabricacion componentes seguridad ascensores,1
812,sector agricultura industria alimentaria venta fertilizantes ecologicos materias primas animales alimentacion perros gatos,1
813,regalo promocional merchandising,1
814,mantenimiento industrial mantenimiento agricola obra civil estructura carpinteria metalica caldereria instalacion puertas automaticas,1
815,espana consultoria ingenieria internacional servicios inspeccion ensayos certificacion,1
816,servicios diseno grafico diseno web branding posicionamiento seo optimizacion web gestion redes sociales fotografia redes socailes entorno web,1
817,actividades programacion informatica explotacion electronica cuenta terceros,1
818,CNAE: 2592 cnae industria metalgrafica fabricacion envases embalajes metalicos ligeros,1
819,CNAE 4321 instalaciones bombeo solar fotovoltaico energias renovables codigo cnae instalaciones electricas,1
820,comercio mayor equipos electronicos telecomunicaciones componentes,1
821,integracion socio laboral personas discapacidad servicios integrales empresas cee calificado actividades limpieza lavanderia servicios administrativos recepcion servicios gestoria consultoria agencia comunicacion,1
822,sistemas informaticos sistemas gestion informacion erp consultoria sistemas gestion,1
823,sector industrial especifico energias renovables,1
824,sostenibilidad sinergias soluciones industria sociedad venta equipos maquinaria industria,1
825,construccion obra civil,1
826,vinos somontano,1
827,fabricacion contenedores metalicos maquina especial mecanizados,1
828,transporte montaje cultural,1
829,ambito nacional fundacion civica comunitaria social cultural empresarial,1
830,ensenanza idiomas asesoramiento linguistico coaching ejecutivo,1
831,grupo cooperativo ganadero,1
832,sector tic legal actividades areas negocio tic mantenimiento informatico ciberseguridad redes servidores legal adaptacion reglamento general proteccion datos creacion planes igualdad canal denuncias compliance protocolos acoso marketing diseno web comercio electronico marketing online ofiline software implantacion soluciones gestion erp epson distribucion sat soluciones epson soluciones coste copia,1
833,consultoria desarrollo tecnologico,1
834,docencia instituciones empresas colectivos sociales,1
835,fabricantes abonos fertilizantes bioestimulantes fitofortificantes protectores ecologicos productos agricultura,1
836,construccion transporte gestion residuos,1
837,industrial automocion,1
838,consultoria tecnica,1
839,diseno fabricacion maquinaria alimentacion ganaderia,1
840,sector metal deformacion varilla,1
841,fabricacion moldes soplado inyeccion plastico zamak aluminio,1
842,formacion profesorado educacion universitaria,1
843,establecimientos hoteleros,1
844,sensores vision artificial enfocados principalmente sensores triangulacion laser guiado soldadura,1
845,logistica transporte,1
846,ingenieria industrial,1
847,fundacion desarrollara actividades principalmente comunidad autonoma aragon,1
848,produccion comercializacion productos alimentacion,1
849,gestion desarrollo proyectos caracter social ambiental,1
850,reparacion mantenimiento aeronautico espacial,1
851,comercio mayor articulos hogar menaje cocina,1
852,sector energetico actividad distribucion energia electrica ciudad barbastro electrica barbastro sa comercializacion energia electrica gas nivel nacional ab energia sl instalaciones electricas provincia huesca ab energia instalaciones energeticas sa generacion energia fotovoltaica ababol genera sl,1
853,desarrollo servicios tecnologia fertilidad humana,1
854,automatizacion industrial fabricacion celulas robotizadas maquinas especiales,1
855,asesoramiento empresas emprendedores asesoria fiscal contable,1
856,sector metal actividad fabricacion moldes mecanizado precision,1
857,consultoria empresas,1
858,consultoria auditoria formacion seguridad alimentaria,1
859,fontaneria especialistas cambiar tuberias uralita fibrocemento amianto,1
860,sector carnico sala despiece elaboracion embutidos preparados carnicos productos gama,1
861,sector servicios tercera edad cubrir necesidades personas mayores medio rural plazas residenciales centro dia servicios limpieza ayuda domicilio facilitan permanencia domicilio medio rural,1
862,ambito territorial presente colegio profesional ingenieros tecnicos informatica comunidad autonoma aragon conformidad articulo ley septiembre creacion colegio profesional ingenieros tecnicos informatica aragon,1
863,organizacion empresarial transporte mercancias ccaa aragon,1
864,CNAE: 8230 organizacion convenciones ferias muestrascnae,1
865,ensenanza,1
866,asesoria laboral fiscal contable,1
867,industria textil fabricacion instalacion productos proteccion solar industria equipamiento deportivo pistas ski,1
868,distribucion mayorista material electrico,1
869,comunicacion marketing diseno formacion diseno web,1
870,sector educativo educacion secundaria obligatoria bachillerato formacion profesional,1
871,intermediarios comercio comercializamos envases industria conservera fabricantes maquinaria maquinas cerradoras envases vidrio,1
872,consultoria juridica tecnica urbanistica actividades consultoria gestion empresarial,1
873,servicios socio sanitario cuidados personas vulnerables,1
874,CNAE93 CNAE09 cnae fabricacion ascensores montacargas escaleras mecanicas cnae instalaciones obras construccion sector servicios,1
875,residencia geriatrica sector socio sanitario,1
876,despacho abodados,1
877,fabricante productos quimicos,1
878,CNAE: 2899 cnae fabricacion maquinaria usos especificos ncop,1
879,psicologia trabajo social,1
880,asesoramiento empresas materia medio ambiente patrimonio cultural implantacion monitorizacion sistemas esg environmental social & governance ejecucion proyectos especialmente proyectos renovables,1
881,informatica comunicaciones,1
882,ingenieria industrial civil agua ademas rama empresa destinda exclusivamente i+d dentro mundo tratamientos agua propio centro desarrollo ceei zaragoza,1
883,ingenieria fabricacion electronica,1
884,construccion ingenieria constructora,1
885,marketing online sistemas audiovisuales sistemas telecomunicaciones informaticos aplicaciones moviles venta instalacion mobiliario oficina,1
886,sector socio sanitario residencias personas mayores,1
887,educacion formacion profesorado segundo ano consecutivo centro profesorado cuenta plantilla asesorias direccion auxiliar administrativo persona personal limpieza persona asesoria competencia digital docente incorporo enero septiembre incorporaron dos personas mentorias digitales zona geografica bastante amplia abarca comarca alto gallego jacetania parte sobrarbe boltana total asesoramos acompanamos formativamente centros educativos diferentes ensenanzas,1
888,salud visual auditiva,1
889,consultora tecnologica,1
890,agencia publicidad especializada marketing estrategico emocional,1
891,asesoria comunicacion especializada estrategia identidad innovacion ejemplo servicios > documentos estrategicos comunicacion digital instituciones empresas entidades > informes analisis comunicacion marca > generacion podcast marcas instituciones > programacion eventos comunicacion > diseno web > consultoria innovacion medios comunicacion > produccion newsletters corporativas > gabinete comunicacion > estrategia formacion redes sociales canales digitales > generacion contenidos,1
892,desarollo aplicaciones web servicios telecomunicaciones mancomunados,1
893,fabricacion distribucion clinker cemento,1
894,cnae gestion actividades deportivas,1
895,cultura educacion,1
896,infancia juventud servicios sociales,1
897,cooperacion internacional desarrollo accion social,1
898,sector social atencion personas afectadas paralisis cerebral patologias afines,1
899,establecimientos ubicados aragon dedican comercio menor mobiliario hogar,1
900,laboratorio biotecnologico desarrolla fabrica comercializa productos bioseguridad alternativas naturales sector ganadero agro alimentario,1
901,fabricacion maquinaria industrias plastico caucho segun cena actividad alcance sgi diseno fabricacion moldes inyeccion modificacion reparacion moldes inyeccion,1
902,formacion consultoria empresas,1
903,sector quimico basico produccion productos quimicos inorganicos cloro hidroxido sodico hidrogeno acido clorhidrico hipoclorito sodico bisulfito sodico cloruro calcico acido sulfurico % policloruro aluminio policlorosulfato aluminio sulfato aluminio cloruro ferrico produccion productos quimicos organicos parafinas cloradas parafinas sulfocloradas ceras sulfocloradas,1
904,consultoria software empresarial,1
905,fabricacion grupos electrogenos torres iluminacion sistemas almacenamiento energia bombas hidraulicas,1
906,servicios funerarios,1
907,consultoria empresas sostenibilidad digitalizacion,1
908,industria quimica inyeccion plastico,1
909,centro especial empleo cuyo objeto social insercion personas discapacidad,1
910,servicio analisis fisicoquimico microbiologico aguas alimentos suelos fertilizantes hojas compost purines dosis seminales,1
911,servicios consultoria alquileres,1
912,formacion reglada formacion ocupacional,1
913,suministro instalacion carpinteria aluminio pvc vidrios proteccion solar interior exterior,1
914,vino agroalimentacion bodega vinos monegros,1
915,asociacion comarcal pequenos grandes empresarios,1
916,sector metal fabricante instalador carpinterias aluminio productos aluminio,1
917,servicios funerarios integrales tanatorios,1
918,consultoria formacion desarrollo liderazgo coaching ejecutivo organizativo,1
919,proveedor componentes plasticos modulos asociados sector automocion,1
920,transformacion vidrio uso construccion ferrocarril,1
921,venta mayor ferreteria bricolaje suministro industrial drogueria,1
922,fabricacion contadores electronicos agua equipos lectura,1
923,comunicacion marketing gestion marca desarrollamos servicios consultoria desarrollo ejecucion acciones comunicacion marketing responsable comunicacion corporativa comercial creatividad diseno grafico consutoria marketing acciones promocion,1
924,formacion asesoria responsabilidad social dinamizacion social formacion proyectos programas union europea,1
925,servicios comunitarios facilities proceso dentro iniciativa empresas insercion,1
926,centro especial empleo asesoria juridica laboral,1
927,fabricacion piensos compuestos animales,1
928,sector industrial fabricantes paneles solares hibridos,1
929,servicios financieros contables juridicos,1
930,ensenanza reglada perfeccionamiento profesional ensenanza reglada asesoria direccion formacion personal empresas desarrollo actividades dirigidas posicionamiento comercializacion alojamiento dominios web cuentas correo electronico consultoria asesoramiento tecnico empresas particulares orientadas estudios mercado captacion tramitacion subvenciones ayudas comercializacion software equipos informaticos,1
931,desarrollo rural gestion programa leader ambito comarca monegros,1
932,sector comercio servicios ambito actuacion zaragoza provincia,1
933,educacion formal formal asesoria empresas gestion actividades deportivas infantiles juveniles atencion colectivos desfavorecidos,1
934,accion intervencion social voluntariado sensibilizacion,1
935,local mancomunidad central zaragoza mcz caso necesidad autonomico requerimiento dga dpto seguridad proteccion civil,1
936,agricultura ganaderia comercio establecimientos comercio electronico intermediarios comercio comercio mayor productos zoosanitarios comercio mayor piensos cereales plantas abonos semillas animales,1
937,trrabajos seguridad altura,1
938,controller financiero asesoria contable fiscal laboral economica gestion administrativa financiera comercio internacional,1
939,CNAE: 3299 troquelado cintas adhesivas cnae industrias manufactureras ncop fabricacion articulos ncop alta empresa cuya principal actividad destina sector automocion linea blanca metal working industria vehiculos especiales aeronautica construccion etc damos soluciones tecnicas adhesivas aplicaciones complicadas alta calidad poseemos orientacion innovadora permanente busqueda mejora procesos inversion tecnologia medios productivos situarnos nivel exigencia sectores industriales trabajamos,1
940,personas discapacidad intelectual desarrollo familias ambito actuacion comunidad autonoma aragon,1
941,quimico,1
942,consultoria empresas formacion,1
943,diseno instalacion mantenimiento sistemas calefaccion ventilacion refrigeracion climatizacion sistemas energias renovables automatizacion,1
944,servicios paisajismo jardineria agricultura urbana,1
945,alimentacion fabricacion elaboracion transformacion cafe productos derivados,1
946,consultoria recursos humanos,1
947,instalaciones electricas general,1
948,adicciones ambito prevencion universal selectiva ambito asistencial ambulatorio ambito sensibilizacion ambito insercion laboral formativa ambito prevencion suicidio adolescentes jovenes adultos desarrolla acciones atencion psicosocial prevencion escolar comunitariasensibilizacion difusion intervencion social personas familias problematicas adicciones drogodepencencias incluido comportamentales ludopatiajuego patologico,1
949,educacion formacion profesional entorno profesional relacion familias profesionales establecidas catalogo nacional cualificaciones centro formacion profesorado formacion profesional ambito autonomico centro referencia nacional centro red excelencia logistica comercial gestion transporte formacion docentes ocupados as desempleados as ambito nacional,1
950,dedico sector comunicacion digital tres ambitos formacion marketing online ventas habilidades comunicativas community manager comercial,1
951,consultoria estadistica marketing digital,1
952,industria quimica fabricacion poliuretano,1
953,servicios ingenieria,1
954,sector servicios actividad ensenanza formacion reglada,1
955,plantilla actual c p consta nueve asesores asesoras formacion cinco mentorias asesor competencia digital docente direccion centro atienden mitad sur zaragoza zona belchite fuentes comarca caspe hace dos cursos contamos varias personas encargadas especificamente desarrollo competencia digital docente tambien contamos persona tiempo parcial gestiona sala recursos realiza prestamo distintos materiales docentes centros educativos ademas cp formado dos auxiliares administrativos tres personas atienden conserjeria centro dos personas servicio domestico todas contribuyen manera activa logro objetivos propuestos presente curso escolar seguimos atendiendo nuevo contexto objetivos planteados ue referencia ii plan marco aragones formacion profesorado va priorizar desarrollo pautas guien centros convertirse organizaciones educativas digitalmente competente desarrollando modelo educacion digital calidad inclusivo accesible ademas lineas establecidas ii plan marco aragones formacion va priorizar mejora competencia digital docente mejora prevencion conflictos resolucion pacifica mismos ambito escolar formacion adecuada aplicacion diferentes aspectos normativa relacionada lomloe actualizacion cientifica didactica colectivos considerados prioritarios diferentes areas curriculares lineas prioritarias actuacion centro referente fundamental va guiar practicas centro profesorado resolucion director general personal formacion innovacion desarrolla programa piloto mentorizacion centros profesorado ana abarca bolea huesca maria avila zaragoza dependientes departamento educacion cultura deporte comunidad autonoma aragon base desarrollaremos forma experimental programa mentorizacion tres ambitos formativos liderazgo internacionalizacion convivencia centros ambito atendemos centros educativos sostenidos fondos publicos,1
956,madera galerias arquitectura,1
957,sector sanitario,1
958,educacion talleres literarios animacion lectura escritura creativa,1
959,compania sector industrial mercados operamos varios agricultura ganaderia metalurgia construccion mineria offshore industria alimentaria sector automotriz aeronautico naval quimico petroquimico produccion energetica etc dedicamos fabricacion racores acero inoxidable distribuidores conducciones componentes hidraulicos operamos mas paises contamos delegaciones centros logisticos mundo,1
960,desarrollo implantacion servicios soluciones tecnologias tic electromedicina equipamiento test medida electronico ingenieria integracion,1
961,consultoria asesoria materia laboral contable fical juridica economica fianciera arquitectura ingenieria seguros particulares empresas administraciones publicas,1
962,entidad trabaja sector social ambito empleo discapacidad,1
963,distribucion menor combustibles vehiculos promocion explotacion estaciones servicio actividades accesorias,1
964,ensenanza formacion ensenanza reglada,1
965,actividades sedes centrales,1
966,transformacion materiales plasticos,1
967,servicios arquitectura ingenieria arquitectura ingenieria tecnica informes direcciones obras certificados energeticos valoraciones proyectos etc,1
968,sector turistico local nacional internacional,1
969,publico poblacion,1
970,industria fabricacion mobiliario urbano parques infantiles equipamiento deportivo,1
971,servicios informatica comunicaciones empresas,1
972,empresa pequena dedicamos distribucion productos alimentacion,1
973,diseno marca arquitectura comercial branding,1
974,sector primario produccion comercializacion huevos gallina,1
975,industria madera reciclaje,1
976,ibernordik empresa rrpp marketing comercio internacional organizacion representacion ferias congresos omella next step consultoria estrategica internacionalizacionagroalimentario turismo organizacion ferias eventos,1
977,inyeccion plasticos tecnicos diversos sectores automocion electronica,1
978,distribucion productos alimentarios,1
979,sector limpieza,1
980,auditoria cuentas auditoria laboral asesoria economica financiera fiscal laboral contable,1
981,venta materiales construccion,1
982,prestacion servicios relacionados procesos datos hosting programas informaticos asi accesorios repuestos,1
983,asesoria empresas abogacia,1
984,comercializacion maquinaria consumibles embotellado envasado vino agua aceite cerveza licores aragon,1
985,nacional,1
986,sector servicios transporte urbano,1
987,asesoria laboral,1
