,sector_actividad,count
1353,asociacion idia centra actividad promocion innovacion ambito digitalizacion miembros sede presencia mayoritariamente aragon si bien ambito actuacion mas amplio realizando actividades promocion empleo desarrollo talento capacitacion digital ademas ostentamos presidencia european cluster alliance federacion europea clusters julio noviembre idia presidio federacion nacional empresas innovadoras clusters actualmente continuamos junta directiva secretaria asuntos europeos pues presencia territorio nacional europeo colaboramos multitud clusters diferentes sectores,1
1354,objetivos fundacion promover acceso personas discapacidad mercado laboral plenas garantias accesibilidad igualdad condiciones promover formacion permanente calidad grupo sujeta fundacion fin lograr maxima competitividad mercado laboral apoyar empresas entidades instituciones actuan intermediarios laborales fin cubrir ofertas trabajo candidatos adecuados cumpliendo finalidad fundacion informar asesorar contratistas beneficios economicos fiscales valor anadido conlleva incorporacion personas discapacidad organizacion asi posibles medidas alternativas contratacion apoyar organizaciones proceso incorporacion persona discapacidad plantilla procedimientos documentales adaptacion entorno laboral busqueda soluciones tecnicas tecnologicas necesarias cada persona promover difundir cultura igualdad traves organizacion participacion publicaciones conferencias foros congresos colaborar proyectos investigacion desarrollo asi posterior difusion resultados relacionados acomodado entornos herramientas trabajo necesidades personas discapacidad promover colaborar acciones encaminadas mejorar calidad vida grupos riesgo exclusion,1
1355,ambito actuacion comarca maestrazgo teruel sectores presentes territorio,1
1356,sector servicios desarrollo socioeconomico hoya huesca,1
1357,ingenieria automatizacion,1
1358,educacion cultura,1
1359,sector ingenieria industrial actividades industria automatizacion industrial digitalizacion integracion sistemas horizontal vertical cuadros electricos control distribucion migracion equipos robotica celulas robotizadas cobots plantas proceso plantas piloto instalaciones llave mano maquinas especiales maquinas medida equipos ensayo retrofitting,1
1360,diseno comunicacion,1
1361,sector telecomunicaciones servicios telefonia fija servicios telecomunicacion,1
1362,CNAE: 4666 cnae comercio mayor maquinaria equipo oficina,1
1363,comercio menor flores plantas semillas fertilizantes animales compania alimentos mismos establecimientos especializados,1
1364,soluciones digitales comunicacion online diseno web comercio electronico,1
1365,CNAE: 4322 cnae fontaneria instalaciones sistemas calefaccion aire acondicionado,1
1366,tecnologias informacion comunicaciones sector sanitario sociosanitario,1
1367,sector comunicacion actividad periodismo comunicacion corporativa marketing digital,1
1368,sector actividad agricola ganadero realmente aun cuenta siempre usuarios finales clientes reales empresas distribuidoras decir instaladores cooperativas venden socios departamento ingenieria grandes empresas electricidad realizan instalaciones constructoras granjas almacenes vez realizan llaves mano etc,1
1369,prestamos servicio instalacion mantenimiento calefaccion climatizacion toda provincia teruel poblaciones limitrofes molina aragon daroca ademuz segorbe tambien sat oficial marcas sector acv domusa edilkamin eoss haier honeywell lasian moretti ravelli thermor wolf clientes finales particulares comunidades vecinos sitios publicos hosteleria residencias ancianos empresas sector industrial,1
1370,construccion vivienda industria,1
1371,venta productos zoosanitarios farmacologicos animales consumo venta servicios control plagas legionella calidad agua,1
1372,CNAE 8299 empresarial cnae,1
1373,distribucion productos ecologicos,1
1374,oficinas despachos,1
1375,servicios desinfeccion servicios limpieza fabricacion pulverizadores electrostaticos desinfeccion fabricacion desarrollo pulverizadores electrostaticos agricultura,1
1376,sociosanitario zaragoza capital zaragoza provincia,1
1377,sector servicios marketing consultoria estrategica desarrollo informatico,1
1378,empresa dedicada desarrollo ejecucion proyectos instalaciones electricas mecanicas sectores logistico industrial terciario energias renovables,1
1379,educacion reglada formacion profesional,1
1380,servicios profesionales traductor an diploma especializacion filologia aragonesa unizar proyectos rsc especialidad comunicacion sostenible diploma especializacion responsabilidad social corporativa uned suministros profesionales imagen personal orientado empresas profesionales instituciones enls entidades organizaciones,1
